sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	domain_array	backbone_class
GCA_024406765.1	contig_22	deepBGC		0.64347		11160	19481	8321	8	PF01219|PF01968|PF02538|PF02667|PF03235|PF08882|PF09982	Unknown
GCA_024406765.1	contig_3	deepBGC		0.59238		3749	7502	3753	3	PF00133|PF01406|PF01588|PF08003|PF08241|PF08242|PF09334|PF13489|PF13649|PF13847	Unknown
GCA_024406765.1	contig_43	deepBGC	Polyketide	0.55498		1319	3824	2505	3	PF00108|PF00109|PF01144|PF02803|PF13336	PKS
GCA_024406765.1	contig_44	deepBGC	Polyketide	0.56505		1319	3824	2505	3	PF00108|PF00109|PF01144|PF02803|PF13336	PKS
GCA_040862525.1	contig_11	deepBGC		0.5249		7612	8398	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024412335.1	contig_14	antiSMASH	Terpene-precursor		No	1	8182	8182	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497385.1	contig_16	antiSMASH	Terpene-precursor		No	1	9577	9577	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406715.1	contig_44	antiSMASH	Terpene-precursor		No	1	9531	9531	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496765.1	contig_16	deepBGC		0.50329		1036	2146	1110	1	PF01501	NRPS_like
GCF_014496765.1	contig_21	deepBGC		0.81651		80398	88958	8560	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014496045.1	contig_15	antiSMASH	Terpene-precursor		No	1	58161	58161	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904525.1	contig_23	antiSMASH	Terpene-precursor		No	1	8211	8211	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175325.1	contig_18	deepBGC		0.5275		43272	44013	741	1	PF01209|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_011175325.1	contig_2	deepBGC		0.52645		850	3177	2327	3	PF02784|PF07927|PF15919	Unknown
GCF_011175325.1	contig_2	deepBGC	Other	0.57204		4810	9896	5086	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF04816|PF05175|PF06325|PF08003|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_011175325.1	contig_20	deepBGC		0.61689		19931	22578	2647	5	PF02661|PF02668|PF03807|PF07173|PF14748	Unknown
GCF_011175325.1	contig_8	deepBGC		0.77801		1	19296	19295	17	PF00106|PF00107|PF00266|PF00268|PF00398|PF00479|PF00920|PF01041|PF01073|PF01081|PF01135|PF01182|PF01262|PF01370|PF01416|PF01501|PF02685|PF02719|PF02781|PF02826|PF03446|PF03739|PF04321|PF07719|PF07993|PF08238|PF08240|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	NRPS_like|RiPP
GCF_011175325.1	contig_8	deepBGC		0.6337		21538	23907	2369	3	PF00289|PF02222|PF02655|PF02785|PF02786|PF05050|PF07478|PF08443|PF13549|PF14397|PF15632	Unknown
GCF_040821295.1	contig_23	antiSMASH	Terpene-precursor		No	1	19009	19009	24	DAO|Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904765.1	contig_20	deepBGC	RiPP	0.80475		1191	11231	10040	12	PF00881|PF00899|PF02624|PF02661|PF05016|PF05713|PF05977|PF07690|PF15738	RiPP
GCA_024409265.1	contig_18	deepBGC		0.63325		23061	23595	534	1	PF05050	Unknown
GCA_024409265.1	contig_18	deepBGC		0.71639		28439	39658	11219	10	PF00106|PF00398|PF00479|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF02781|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_024409265.1	contig_18	deepBGC	NRP	0.5951		40338	43740	3402	3	PF00107|PF01262|PF01501|PF02685|PF02826|PF03446|PF08240	NRPS_like
GCA_024409265.1	contig_20	deepBGC		0.53019		8999	9915	916	2	PF04224|PF10034|PF16777	Unknown
GCA_024409265.1	contig_20	deepBGC	Polyketide	0.5809		11696	14247	2551	4	PF00106|PF00109|PF00550|PF02801|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCA_024409265.1	contig_38	deepBGC	Saccharide	0.74586		24584	33152	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_024409265.1	contig_62	deepBGC		0.52604		4261	4871	610	2	PF00484	Unknown
GCA_024409265.1	contig_68	deepBGC	Terpene	0.60846		1	2667	2666	3	PF03544|PF04909|PF13088	Terpene
GCF_040821165.1	contig_59	antiSMASH	Terpene-precursor		No	1	11489	11489	15	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_037861775	contig_8	GECCO	Unknown	0.9946194703060144		1743	5145	3402	5	PF01041|PF06306	Unknown
GCF_011140745.1	contig_3	antiSMASH	Terpene-precursor		No	1	63208	63208	55	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040857645.1	contig_7	deepBGC		0.74901		37667	46248	8581	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040857645.1	contig_8	deepBGC	RiPP	0.5804		16594	17224	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCA_040857645.1	contig_8	deepBGC	Polyketide	0.54162		22406	23159	753	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCF_037862275.1	contig_21	antiSMASH	Terpene-precursor		No	1	19968	19968	21	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_030062645.1	contig_1	deepBGC		0.54334		573501	574698	1197	2	PF01209|PF03653|PF05425|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024412805.1	contig_3	deepBGC		0.50858		3654	3954	300	1	PF07883	Unknown
GCA_024412805.1	contig_9	deepBGC	Polyketide	0.72011		2	8161	8159	7	PF00106|PF00479|PF00515|PF00920|PF01073|PF01081|PF01370|PF02719|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13561|PF16363	Unknown
GCA_024412805.1	contig_9	deepBGC		0.69696		9931	13034	3103	3	PF00266|PF00268|PF00398|PF01041|PF01135|PF13649|PF13847	RiPP
GCF_037861715.1	contig_28	antiSMASH	Terpene-precursor		No	1	7892	7892	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_001997965.1	contig_25	antiSMASH	Terpene-precursor		No	1	7969	7969	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639985.1	contig_18	antiSMASH	Terpene-precursor		No	1	59944	59944	60	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175235.1	contig_15	antiSMASH	Terpene-precursor		No	1	112326	112326	103	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412995.1	contig_25	antiSMASH	Terpene-precursor		No	1	8114	8114	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496885.1	contig_11	deepBGC		0.61313		104351	107840	3489	3	PF00108|PF00195|PF07451|PF08541|PF08545|PF11697	Unknown
GCF_014496885.1	contig_14	deepBGC		0.52357		9843	10629	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024407315.1	contig_3	antiSMASH	Terpene-precursor		No	1	62985	62985	59	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412995.1	contig_27	deepBGC		0.58086		2	2048	2046	3	PF01501|PF13651	NRPS_like
GCF_015904815	contig_3	GECCO	Unknown	0.9947023391845362		23719	27413	3694	5	PF01041|PF06306	Unknown
GCF_011175195.1	contig_21	deepBGC	RiPP	0.64773		2019	5333	3314	2	PF00005|PF01636|PF02463|PF13175|PF13304|PF13575	RiPP
GCF_011175195.1	contig_24	deepBGC	Polyketide	0.60313		441	3193	2752	3	PF01361|PF06779|PF07690|PF13454|PF14552	Unknown
GCF_011175195.1	contig_8	deepBGC		0.53033		20807	21437	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_011175195.1	contig_8	deepBGC	Polyketide	0.54846		23207	27263	4056	3	PF00106|PF01073|PF01370|PF02719|PF04321|PF07993|PF08659|PF13561|PF16363	Unknown
GCF_011175195.1	contig_8	deepBGC		0.50668		35126	35924	798	1	PF01501	NRPS_like
GCA_024413815.1	contig_7	antiSMASH	Terpene-precursor		No	1	9026	9026	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861285.1	contig_12	deepBGC		0.56194		33323	34596	1273	3	PF02492|PF07883	Unknown
GCA_040861285.1	contig_12	deepBGC		0.52153		36852	38328	1476	1	PF08885	Unknown
GCA_040861285.1	contig_5	deepBGC		0.5009		64557	65091	534	1	PF05050	Unknown
GCA_040861285.1	contig_5	deepBGC	RiPP	0.599		69942	70572	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCA_040861285.1	contig_5	deepBGC		0.54499		75465	76218	753	1	PF00106|PF08659|PF13561	Unknown
GCF_011174985.1	contig_11	antiSMASH	Azole-containing-RiPP		No	1	12019	12019	16	PF00881|YcaO	Unknown
GCF_011174985.1	contig_20	antiSMASH	Terpene-precursor		No	1	56921	56921	59	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCF_011140755.1	contig_4	deepBGC		0.61975		5602	6388	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014496775	contig_1	GECCO	Unknown	0.994746420670773		95094	98287	3193	5	PF01041|PF06306	Unknown
GCA_040861365.1	contig_13	deepBGC		0.72109		37686	46745	9059	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCA_040862445.1	contig_5	deepBGC	Saccharide	0.70755		110772	119830	9058	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCA_024412695.1	contig_4	antiSMASH	Terpene-precursor		No	1	60685	60685	62	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175195.1	contig_18	antiSMASH	Terpene-precursor		No	1	19885	19885	24	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_037862475.1	contig_8	antiSMASH	Terpene-precursor		No	1	70140	70140	69	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861685.1	contig_11	antiSMASH	Terpene-precursor		No	1	61437	61437	56	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406415.1	contig_11	antiSMASH	Terpene-precursor		No	1	8252	8252	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140625.1	contig_32	deepBGC		0.51378		5147	5447	300	1	PF07883	Unknown
GCF_011140625.1	contig_34	deepBGC		0.81448		69831	78869	9038	8	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_040821615.1	contig_11	deepBGC	Other	0.64192		28332	33421	5089	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821615.1	contig_62	deepBGC		0.60154		449	1442	993	1	PF00108|PF00195|PF07451|PF08541|PF08545	Unknown
GCF_040821615.1	contig_76	deepBGC	Polyketide	0.52026		532	1678	1146	1	PF00083|PF06779|PF07690	Unknown
GCF_040821615.1	contig_79	deepBGC		0.50424		210	1401	1191	1	PF01501	NRPS_like
GCF_040821615.1	contig_81	deepBGC		0.59612		166	1802	1636	2	PF00698|PF01048	Unknown
GCF_040821615.1	contig_81	deepBGC		0.54049		3043	3508	465	1	PF01531	Unknown
GCF_008033055.1	contig_1	antiSMASH	Terpene-precursor		Yes	699717	720628	20912	17	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496985.1	contig_14	antiSMASH	Terpene-precursor		No	1	25832	25832	32	Fer4_12|GTP_cyclohydroI|PF00881|PTPS|PT_FPPS_like|QueE	Terpene
GCF_026222655.1	contig_1	antiSMASH	Terpene-precursor		Yes	1213538	1234449	20912	18	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412715.1	contig_18	antiSMASH	Terpene-precursor		No	1	76873	76873	74	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821825.1	contig_15	deepBGC		0.56238		25778	26774	996	1	PF00108|PF00195|PF07451|PF08541|PF08545	Unknown
GCF_040821825.1	contig_4	deepBGC	Saccharide	0.75518		37572	46152	8580	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_040821825.1	contig_45	deepBGC		0.58474		46	1989	1943	3	PF00106|PF01066|PF08659|PF13561	Unknown
GCF_040821825.1	contig_5	deepBGC		0.54935		34433	37355	2922	4	PF01061|PF01205|PF01209|PF03653|PF05425|PF08241|PF08242|PF12698|PF13489|PF13649|PF13847	Unknown
GCF_040821825.1	contig_9	deepBGC		0.77785		11592	36105	24513	25	PF00106|PF00107|PF00266|PF00268|PF00398|PF00479|PF00920|PF01041|PF01073|PF01081|PF01135|PF01182|PF01262|PF01370|PF01416|PF01501|PF01856|PF02685|PF02719|PF02781|PF02826|PF03446|PF03739|PF04321|PF05050|PF07719|PF07993|PF08238|PF08240|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	NRPS_like|RiPP
GCA_024406505.1	contig_11	deepBGC	RiPP	0.60344		1	127	126	1	PF00005|PF02463|PF13476|PF13555	RiPP
GCA_024406505.1	contig_11	deepBGC	RiPP	0.62454		2075	3239	1164	1	PF02624	RiPP
GCA_024406505.1	contig_21	deepBGC		0.58627		40360	41571	1211	3	PF00106|PF00550|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCA_040857625.1	contig_15	antiSMASH	Terpene-precursor		No	1	8635	8635	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821975.1	contig_2	deepBGC		0.55667		42296	43572	1276	3	PF02492|PF07883	Unknown
GCF_040821975.1	contig_50	deepBGC		0.53687		1	511	510	1	PF00920	Unknown
GCF_040821975.1	contig_50	deepBGC	NRP	0.58649		3714	5603	1889	2	PF00107|PF01262|PF01501|PF02826|PF03446|PF08240	NRPS_like
GCF_040821975.1	contig_59	deepBGC		0.5428		74	1661	1587	1	PF02521	Unknown
GCF_040821975.1	contig_63	deepBGC		0.7221		37676	46725	9049	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_011175075.1	contig_9	antiSMASH	Terpene-precursor		No	1	239544	239544	227	Fer4_12|GTP_cyclohydroI|NTP_transf_3|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412275.1	contig_14	antiSMASH	Terpene-precursor		No	1	8113	8113	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040862485.1	contig_10	antiSMASH	Terpene-precursor		No	1	59976	59976	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040820935.1	contig_45	antiSMASH	Terpene-precursor		No	1	11864	11864	14	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024411875.1	contig_1	antiSMASH	Terpene-precursor		No	1	35760	35760	43	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496775.1	contig_16	deepBGC		0.51419		2099	3203	1104	1	PF01501	NRPS_like
GCF_014496775.1	contig_20	deepBGC		0.63169		42320	43526	1206	3	PF00106|PF00550|PF08659|PF13561|PF14573|PF16320	PKS
GCF_014496775.1	contig_4	deepBGC	Saccharide	0.55112		358	3390	3032	2	PF00534|PF02784|PF13439|PF13579|PF13692	Unknown
GCF_014496775.1	contig_4	deepBGC		0.68463		3836	8938	5102	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF02390|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024407595.1	contig_5	deepBGC	Saccharide	0.68295		37655	46237	8582	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_024405915.1	contig_3	deepBGC		0.68677		107547	114255	6708	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_001999865	contig_5	GECCO	Unknown	0.994631612796083		94017	97255	3238	5	PF01041|PF06306	Unknown
GCA_024407095.1	contig_12	deepBGC		0.5216		105928	106669	741	1	PF01209|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024407095.1	contig_5	deepBGC		0.54388		10296	11082	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014496915.1	contig_3	deepBGC		0.51187		316	2164	1848	1	PF02784	Unknown
GCF_014496915.1	contig_3	deepBGC	Other	0.59858		3795	8883	5088	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821565.1	contig_1	deepBGC	RiPP	0.64991		3304	3934	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_040821565.1	contig_1	deepBGC	Polyketide	0.5759		9109	9871	762	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCF_040821565.1	contig_31	deepBGC		0.5428		75	1662	1587	1	PF02521	Unknown
GCF_040821565.1	contig_33	deepBGC	Other	0.67367		37582	42682	5100	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_040861145.1	contig_10	deepBGC		0.50051		9670	10456	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024406995.1	contig_11	deepBGC		0.5579		2295	2787	492	1	PF08541	Unknown
GCA_024406995.1	contig_23	deepBGC	Polyketide	0.70598		72847	78297	5450	9	PF00106|PF00109|PF00550|PF01165|PF02801|PF04224|PF08659|PF10034|PF10501|PF13561|PF14573|PF16320|PF16777	PKS
GCA_024406995.1	contig_25	deepBGC		0.52641		4684	5350	666	1	PF00484	Unknown
GCA_024406995.1	contig_37	deepBGC		0.55608		10618	10954	336	1	PF08003|PF13847	Unknown
GCF_015905135.1	contig_26	antiSMASH	Terpene-precursor		No	1	8040	8040	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498775.1	contig_3	deepBGC		0.59079		8291	9077	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014498775.1	contig_3	deepBGC	Other	0.57267		12216	13386	1170	1	PF01135|PF01209|PF01596|PF02353|PF05175|PF06325|PF08003|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821065.1	contig_63	antiSMASH	Terpene-precursor		No	1	8229	8229	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861545.1	contig_16	deepBGC		0.536		11234	11768	534	1	PF05050	Unknown
GCA_040861545.1	contig_16	deepBGC		0.59869		16629	17259	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCA_040861545.1	contig_16	deepBGC	Polyketide	0.60435		22442	23195	753	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCA_040861545.1	contig_18	deepBGC		0.60255		33698	34976	1278	3	PF02492|PF07883	Unknown
GCA_040861545.1	contig_18	deepBGC		0.5594		37225	38692	1467	1	PF08885	Unknown
GCF_011141135.1	contig_29	antiSMASH	Terpene-precursor		No	1	11081	11081	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412815.1	contig_12	antiSMASH	Terpene-precursor		No	1	60832	60832	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821075.1	contig_48	antiSMASH	Terpene-precursor		No	1	8132	8132	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011141035.1	contig_14	deepBGC	Saccharide	0.66243		37545	46113	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_011141035.1	contig_14	deepBGC		0.52217		47322	49157	1835	2	PF03235|PF07510	Unknown
GCF_003639385.1	contig_4	deepBGC		0.68212		38124	47185	9061	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_003382515.1	contig_21	antiSMASH	Terpene-precursor		No	1	59803	59803	66	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406435.1	contig_16	deepBGC		0.51864		7068	7854	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014496775.1	contig_24	antiSMASH	Terpene-precursor		No	1	59285	59285	57	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140625.1	contig_28	antiSMASH	Terpene-precursor		No	1	11236	11236	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497605.1	contig_4	antiSMASH	Terpene-precursor		No	1	46957	46957	39	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904975.1	contig_1	deepBGC		0.5439		0	858	858	2	PF00496|PF01016	Unknown
GCF_015904975.1	contig_1	deepBGC		0.5029		4257	5277	1020	1	PF00795	Unknown
GCF_015904975.1	contig_13	deepBGC	Saccharide	0.73591		37529	46556	9027	8	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_015904975.1	contig_19	deepBGC		0.59968		4249	7685	3436	4	PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13649|PF13847|PF16363	RiPP
GCF_037861795.1	contig_17	antiSMASH	Terpene-precursor		No	1	32205	32205	37	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497365.1	contig_10	antiSMASH	Terpene-precursor		Yes	30822	51733	20912	18	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821545.1	contig_2	deepBGC		0.53039		10729	11515	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_040821545.1	contig_20	deepBGC		0.50801		255	696	441	1	PF01531	Unknown
GCF_036455265.1	contig_8	antiSMASH	Terpene-precursor		No	1	57544	57544	56	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_001999845.1	contig_20	deepBGC		0.73112		5182	13744	8562	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040862385.1	contig_9	antiSMASH	Terpene-precursor		No	1	58419	58419	57	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406715.1	contig_26	deepBGC		0.52441		7626	8412	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024406715.1	contig_26	deepBGC		0.58661		11544	12714	1170	1	PF01135|PF01209|PF01555|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024406715.1	contig_29	deepBGC		0.54004		11991	15377	3386	2	PF01968|PF02538	Unknown
GCA_024406715.1	contig_41	deepBGC		0.63612		1040	1784	744	1	PF00106|PF08659|PF13561	Unknown
GCA_024406715.1	contig_43	deepBGC		0.51473		2395	3325	930	1	PF00698	Unknown
GCA_024406715.1	contig_5	deepBGC		0.54518		30633	31764	1131	1	PF01061|PF12698	Unknown
GCA_024406715.1	contig_5	deepBGC		0.61628		32806	34294	1488	3	PF00795|PF01209|PF02609|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024406715.1	contig_6	deepBGC		0.54215		20477	21497	1020	1	PF00795	Unknown
GCA_024406715.1	contig_87	deepBGC	Polyketide-Terpene	0.54958		0	1615	1615	3	PF00348|PF09442	Unknown
GCA_024406715.1	contig_93	deepBGC		0.59635		0	1387	1387	2	PF00484|PF00793	Unknown
