bgc_id	sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	backbone_class	gcf_id	dbscan_label
GCA_024412695.1__contig_4	GCA_024412695.1	contig_4	antiSMASH	Terpene-precursor		No	1	60685	60685	62	Terpene	GCF_0001	0
GCF_011175195.1__contig_18	GCF_011175195.1	contig_18	antiSMASH	Terpene-precursor		No	1	19885	19885	24	Terpene	GCF_0001	0
GCF_037862475.1__contig_8	GCF_037862475.1	contig_8	antiSMASH	Terpene-precursor		No	1	70140	70140	69	Terpene	GCF_0001	0
GCA_040861685.1__contig_11	GCA_040861685.1	contig_11	antiSMASH	Terpene-precursor		No	1	61437	61437	56	Terpene	GCF_0001	0
GCA_024406415.1__contig_11	GCA_024406415.1	contig_11	antiSMASH	Terpene-precursor		No	1	8252	8252	12	Terpene	GCF_0001	0
GCF_011140625.1__contig_32	GCF_011140625.1	contig_32	deepBGC		0.51378		5147	5447	300	1	Unknown	GCF_0001	0
GCF_011140625.1__contig_34	GCF_011140625.1	contig_34	deepBGC		0.81448		69831	78869	9038	8	Terpene	singleton	-1
GCF_040821615.1__contig_11	GCF_040821615.1	contig_11	deepBGC	Other	0.64192		28332	33421	5089	4	Terpene	GCF_0001	0
GCF_040821615.1__contig_62	GCF_040821615.1	contig_62	deepBGC		0.60154		449	1442	993	1	Unknown	GCF_0001	0
GCF_040821615.1__contig_76	GCF_040821615.1	contig_76	deepBGC	Polyketide	0.52026		532	1678	1146	1	Unknown	GCF_0075	74
GCF_040821615.1__contig_79	GCF_040821615.1	contig_79	deepBGC		0.50424		210	1401	1191	1	NRPS_like	GCF_0001	0
GCF_040821615.1__contig_81	GCF_040821615.1	contig_81	deepBGC		0.59612		166	1802	1636	2	Unknown	singleton	-1
GCF_040821615.1__contig_81	GCF_040821615.1	contig_81	deepBGC		0.54049		3043	3508	465	1	Unknown	GCF_0001	0
GCF_008033055.1__contig_1	GCF_008033055.1	contig_1	antiSMASH	Terpene-precursor		Yes	699717	720628	20912	17	Terpene	GCF_0001	0
GCF_014496985.1__contig_14	GCF_014496985.1	contig_14	antiSMASH	Terpene-precursor		No	1	25832	25832	32	Terpene	GCF_0051	50
GCF_026222655.1__contig_1	GCF_026222655.1	contig_1	antiSMASH	Terpene-precursor		Yes	1213538	1234449	20912	18	Terpene	GCF_0001	0
GCA_024412715.1__contig_18	GCA_024412715.1	contig_18	antiSMASH	Terpene-precursor		No	1	76873	76873	74	Terpene	GCF_0001	0
GCF_040821825.1__contig_15	GCF_040821825.1	contig_15	deepBGC		0.56238		25778	26774	996	1	Unknown	GCF_0001	0
GCF_040821825.1__contig_4	GCF_040821825.1	contig_4	deepBGC	Saccharide	0.75518		37572	46152	8580	7	Terpene	GCF_0004	3
GCF_040821825.1__contig_45	GCF_040821825.1	contig_45	deepBGC		0.58474		46	1989	1943	3	Unknown	singleton	-1
GCF_040821825.1__contig_5	GCF_040821825.1	contig_5	deepBGC		0.54935		34433	37355	2922	4	Unknown	singleton	-1
GCF_040821825.1__contig_9	GCF_040821825.1	contig_9	deepBGC		0.77785		11592	36105	24513	25	NRPS_like|RiPP	GCF_0068	67
GCA_024406505.1__contig_11	GCA_024406505.1	contig_11	deepBGC	RiPP	0.60344		1	127	126	1	RiPP	singleton	-1
GCA_024406505.1__contig_11	GCA_024406505.1	contig_11	deepBGC	RiPP	0.62454		2075	3239	1164	1	RiPP	GCF_0032	31
GCA_024406505.1__contig_21	GCA_024406505.1	contig_21	deepBGC		0.58627		40360	41571	1211	3	PKS	GCF_0022	21
GCA_040857625.1__contig_15	GCA_040857625.1	contig_15	antiSMASH	Terpene-precursor		No	1	8635	8635	13	Terpene	GCF_0001	0
GCF_040821975.1__contig_2	GCF_040821975.1	contig_2	deepBGC		0.55667		42296	43572	1276	3	Unknown	GCF_0001	0
GCF_040821975.1__contig_50	GCF_040821975.1	contig_50	deepBGC		0.53687		1	511	510	1	Unknown	singleton	-1
GCF_040821975.1__contig_50	GCF_040821975.1	contig_50	deepBGC	NRP	0.58649		3714	5603	1889	2	NRPS_like	GCF_0001	0
GCF_040821975.1__contig_59	GCF_040821975.1	contig_59	deepBGC		0.5428		74	1661	1587	1	Unknown	GCF_0014	13
GCF_040821975.1__contig_63	GCF_040821975.1	contig_63	deepBGC		0.7221		37676	46725	9049	9	Terpene	GCF_0016	15
GCF_011175075.1__contig_9	GCF_011175075.1	contig_9	antiSMASH	Terpene-precursor		No	1	239544	239544	227	Terpene	singleton	-1
GCA_024412275.1__contig_14	GCA_024412275.1	contig_14	antiSMASH	Terpene-precursor		No	1	8113	8113	12	Terpene	GCF_0001	0
GCA_040862485.1__contig_10	GCA_040862485.1	contig_10	antiSMASH	Terpene-precursor		No	1	59976	59976	63	Terpene	GCF_0001	0
GCF_040820935.1__contig_45	GCF_040820935.1	contig_45	antiSMASH	Terpene-precursor		No	1	11864	11864	14	Terpene	GCF_0001	0
GCA_024411875.1__contig_1	GCA_024411875.1	contig_1	antiSMASH	Terpene-precursor		No	1	35760	35760	43	Terpene	GCF_0001	0
GCF_014496775.1__contig_16	GCF_014496775.1	contig_16	deepBGC		0.51419		2099	3203	1104	1	NRPS_like	GCF_0001	0
GCF_014496775.1__contig_20	GCF_014496775.1	contig_20	deepBGC		0.63169		42320	43526	1206	3	PKS	GCF_0050	49
GCF_014496775.1__contig_4	GCF_014496775.1	contig_4	deepBGC	Saccharide	0.55112		358	3390	3032	2	Unknown	singleton	-1
GCF_014496775.1__contig_4	GCF_014496775.1	contig_4	deepBGC		0.68463		3836	8938	5102	4	Terpene	GCF_0001	0
GCA_024407595.1__contig_5	GCA_024407595.1	contig_5	deepBGC	Saccharide	0.68295		37655	46237	8582	7	Terpene	GCF_0004	3
GCA_024405915.1__contig_3	GCA_024405915.1	contig_3	deepBGC		0.68677		107547	114255	6708	6	Terpene	GCF_0017	16
GCF_001999865__contig_5	GCF_001999865	contig_5	GECCO	Unknown	0.994631612796083		94017	97255	3238	5	Unknown	GCF_0002	1
GCA_024407095.1__contig_12	GCA_024407095.1	contig_12	deepBGC		0.5216		105928	106669	741	1	Unknown	GCF_0082	81
GCA_024407095.1__contig_5	GCA_024407095.1	contig_5	deepBGC		0.54388		10296	11082	786	1	Unknown	GCF_0001	0
GCF_014496915.1__contig_3	GCF_014496915.1	contig_3	deepBGC		0.51187		316	2164	1848	1	Unknown	singleton	-1
GCF_014496915.1__contig_3	GCF_014496915.1	contig_3	deepBGC	Other	0.59858		3795	8883	5088	4	Terpene	GCF_0001	0
GCF_040821565.1__contig_1	GCF_040821565.1	contig_1	deepBGC	RiPP	0.64991		3304	3934	630	1	RiPP	singleton	-1
GCF_040821565.1__contig_1	GCF_040821565.1	contig_1	deepBGC	Polyketide	0.5759		9109	9871	762	1	Unknown	GCF_0001	0
GCF_040821565.1__contig_31	GCF_040821565.1	contig_31	deepBGC		0.5428		75	1662	1587	1	Unknown	GCF_0014	13
GCF_040821565.1__contig_33	GCF_040821565.1	contig_33	deepBGC	Other	0.67367		37582	42682	5100	4	Terpene	GCF_0001	0
GCA_040861145.1__contig_10	GCA_040861145.1	contig_10	deepBGC		0.50051		9670	10456	786	1	Unknown	GCF_0001	0
GCA_024406995.1__contig_11	GCA_024406995.1	contig_11	deepBGC		0.5579		2295	2787	492	1	Unknown	singleton	-1
GCA_024406995.1__contig_23	GCA_024406995.1	contig_23	deepBGC	Polyketide	0.70598		72847	78297	5450	9	PKS	singleton	-1
GCA_024406995.1__contig_25	GCA_024406995.1	contig_25	deepBGC		0.52641		4684	5350	666	1	Unknown	GCF_0073	72
GCA_024406995.1__contig_37	GCA_024406995.1	contig_37	deepBGC		0.55608		10618	10954	336	1	Unknown	singleton	-1
GCF_015905135.1__contig_26	GCF_015905135.1	contig_26	antiSMASH	Terpene-precursor		No	1	8040	8040	12	Terpene	GCF_0001	0
GCF_014498775.1__contig_3	GCF_014498775.1	contig_3	deepBGC		0.59079		8291	9077	786	1	Unknown	singleton	-1
GCF_014498775.1__contig_3	GCF_014498775.1	contig_3	deepBGC	Other	0.57267		12216	13386	1170	1	Terpene	GCF_0001	0
GCF_040821065.1__contig_63	GCF_040821065.1	contig_63	antiSMASH	Terpene-precursor		No	1	8229	8229	12	Terpene	GCF_0001	0
GCA_040861545.1__contig_16	GCA_040861545.1	contig_16	deepBGC		0.536		11234	11768	534	1	Unknown	singleton	-1
GCA_040861545.1__contig_16	GCA_040861545.1	contig_16	deepBGC		0.59869		16629	17259	630	1	RiPP	singleton	-1
GCA_040861545.1__contig_16	GCA_040861545.1	contig_16	deepBGC	Polyketide	0.60435		22442	23195	753	1	Unknown	GCF_0001	0
GCA_040861545.1__contig_18	GCA_040861545.1	contig_18	deepBGC		0.60255		33698	34976	1278	3	Unknown	singleton	-1
GCA_040861545.1__contig_18	GCA_040861545.1	contig_18	deepBGC		0.5594		37225	38692	1467	1	Unknown	GCF_0001	0
GCF_011141135.1__contig_29	GCF_011141135.1	contig_29	antiSMASH	Terpene-precursor		No	1	11081	11081	13	Terpene	GCF_0001	0
GCA_024412815.1__contig_12	GCA_024412815.1	contig_12	antiSMASH	Terpene-precursor		No	1	60832	60832	63	Terpene	GCF_0001	0
GCF_040821075.1__contig_48	GCF_040821075.1	contig_48	antiSMASH	Terpene-precursor		No	1	8132	8132	12	Terpene	GCF_0001	0
GCF_011141035.1__contig_14	GCF_011141035.1	contig_14	deepBGC	Saccharide	0.66243		37545	46113	8568	7	Terpene	singleton	-1
GCF_011141035.1__contig_14	GCF_011141035.1	contig_14	deepBGC		0.52217		47322	49157	1835	2	Unknown	GCF_0004	3
GCF_003639385.1__contig_4	GCF_003639385.1	contig_4	deepBGC		0.68212		38124	47185	9061	9	Terpene	GCF_0074	73
GCF_003382515.1__contig_21	GCF_003382515.1	contig_21	antiSMASH	Terpene-precursor		No	1	59803	59803	66	Terpene	GCF_0001	0
GCA_024406435.1__contig_16	GCA_024406435.1	contig_16	deepBGC		0.51864		7068	7854	786	1	Unknown	GCF_0001	0
GCF_014496775.1__contig_24	GCF_014496775.1	contig_24	antiSMASH	Terpene-precursor		No	1	59285	59285	57	Terpene	GCF_0001	0
GCF_011140625.1__contig_28	GCF_011140625.1	contig_28	antiSMASH	Terpene-precursor		No	1	11236	11236	13	Terpene	GCF_0001	0
GCF_014497605.1__contig_4	GCF_014497605.1	contig_4	antiSMASH	Terpene-precursor		No	1	46957	46957	39	Terpene	GCF_0001	0
GCF_015904975.1__contig_1	GCF_015904975.1	contig_1	deepBGC		0.5439		0	858	858	2	Unknown	singleton	-1
GCF_015904975.1__contig_1	GCF_015904975.1	contig_1	deepBGC		0.5029		4257	5277	1020	1	Unknown	GCF_0006	5
GCF_015904975.1__contig_13	GCF_015904975.1	contig_13	deepBGC	Saccharide	0.73591		37529	46556	9027	8	Terpene	GCF_0004	3
GCF_015904975.1__contig_19	GCF_015904975.1	contig_19	deepBGC		0.59968		4249	7685	3436	4	RiPP	GCF_0080	79
GCF_037861795.1__contig_17	GCF_037861795.1	contig_17	antiSMASH	Terpene-precursor		No	1	32205	32205	37	Terpene	GCF_0001	0
GCF_014497365.1__contig_10	GCF_014497365.1	contig_10	antiSMASH	Terpene-precursor		Yes	30822	51733	20912	18	Terpene	GCF_0001	0
GCF_040821545.1__contig_2	GCF_040821545.1	contig_2	deepBGC		0.53039		10729	11515	786	1	Unknown	GCF_0001	0
GCF_040821545.1__contig_20	GCF_040821545.1	contig_20	deepBGC		0.50801		255	696	441	1	Unknown	GCF_0001	0
GCF_036455265.1__contig_8	GCF_036455265.1	contig_8	antiSMASH	Terpene-precursor		No	1	57544	57544	56	Terpene	GCF_0001	0
GCF_001999845.1__contig_20	GCF_001999845.1	contig_20	deepBGC		0.73112		5182	13744	8562	7	Terpene	GCF_0001	0
GCA_040862385.1__contig_9	GCA_040862385.1	contig_9	antiSMASH	Terpene-precursor		No	1	58419	58419	57	Terpene	GCF_0001	0
GCA_024406715.1__contig_26	GCA_024406715.1	contig_26	deepBGC		0.52441		7626	8412	786	1	Unknown	singleton	-1
GCA_024406715.1__contig_26	GCA_024406715.1	contig_26	deepBGC		0.58661		11544	12714	1170	1	Terpene	GCF_0070	69
GCA_024406715.1__contig_29	GCA_024406715.1	contig_29	deepBGC		0.54004		11991	15377	3386	2	Unknown	singleton	-1
GCA_024406715.1__contig_41	GCA_024406715.1	contig_41	deepBGC		0.63612		1040	1784	744	1	Unknown	GCF_0001	0
GCA_024406715.1__contig_43	GCA_024406715.1	contig_43	deepBGC		0.51473		2395	3325	930	1	Unknown	singleton	-1
GCA_024406715.1__contig_5	GCA_024406715.1	contig_5	deepBGC		0.54518		30633	31764	1131	1	Unknown	singleton	-1
GCA_024406715.1__contig_5	GCA_024406715.1	contig_5	deepBGC		0.61628		32806	34294	1488	3	Unknown	GCF_0088	87
GCA_024406715.1__contig_6	GCA_024406715.1	contig_6	deepBGC		0.54215		20477	21497	1020	1	Unknown	GCF_0006	5
GCA_024406715.1__contig_87	GCA_024406715.1	contig_87	deepBGC	Polyketide-Terpene	0.54958		0	1615	1615	3	Unknown	singleton	-1
GCA_024406715.1__contig_93	GCA_024406715.1	contig_93	deepBGC		0.59635		0	1387	1387	2	Unknown	GCF_0025	24
GCA_024406715.1__contig_95	GCA_024406715.1	contig_95	deepBGC	RiPP	0.5636		1871	2702	831	1	Unknown	singleton	-1
GCF_015904525.1__contig_9	GCF_015904525.1	contig_9	deepBGC		0.51137		8634	10482	1848	1	Unknown	singleton	-1
GCF_015904525.1__contig_9	GCF_015904525.1	contig_9	deepBGC		0.60191		12115	12901	786	1	Unknown	singleton	-1
GCF_015904525.1__contig_9	GCF_015904525.1	contig_9	deepBGC		0.57006		16046	17216	1170	1	Terpene	singleton	-1
GCF_015904525.1__contig_9	GCF_015904525.1	contig_9	deepBGC		0.53772		71562	72192	630	1	RiPP	singleton	-1
GCF_015904525.1__contig_9	GCF_015904525.1	contig_9	deepBGC	Polyketide	0.54778		77472	79010	1538	2	Unknown	singleton	-1
GCF_015904525.1__contig_9	GCF_015904525.1	contig_9	deepBGC	NRP	0.57082		85816	89037	3221	3	NRPS_like	GCF_0001	0
GCF_003640055.1__contig_21	GCF_003640055.1	contig_21	antiSMASH	Terpene-precursor		No	1	8100	8100	12	Terpene	GCF_0001	0
GCA_040861785.1__contig_10	GCA_040861785.1	contig_10	deepBGC	Saccharide	0.7507		37875	46454	8579	7	Terpene	GCF_0004	3
GCA_040861785.1__contig_5	GCA_040861785.1	contig_5	deepBGC		0.52279		16718	17948	1230	2	Unknown	singleton	-1
GCA_040861785.1__contig_5	GCA_040861785.1	contig_5	deepBGC		0.55562		18526	19694	1168	2	Unknown	singleton	-1
GCA_040861785.1__contig_5	GCA_040861785.1	contig_5	deepBGC		0.54343		20037	22179	2142	2	Unknown	singleton	-1
GCF_011174985.1__contig_11	GCF_011174985.1	contig_11	deepBGC	RiPP	0.82104		18	5660	5642	7	RiPP	GCF_0032	31
GCF_011174985.1__contig_3	GCF_011174985.1	contig_3	deepBGC	Saccharide	0.68372		37939	46505	8566	7	Terpene	GCF_0004	3
GCF_011174985.1__contig_5	GCF_011174985.1	contig_5	deepBGC		0.55141		44021	46518	2497	5	Unknown	singleton	-1
GCF_011174985.1__contig_9	GCF_011174985.1	contig_9	deepBGC		0.60418		27714	30018	2304	5	Unknown	singleton	-1
GCA_040861005.1__contig_7	GCA_040861005.1	contig_7	antiSMASH	Terpene-precursor		No	1	57852	57852	60	Terpene	GCF_0001	0
GCA_024407135.1__contig_13	GCA_024407135.1	contig_13	deepBGC		0.5069		14070	16368	2298	1	Unknown	GCF_0013	12
GCA_024407135.1__contig_4	GCA_024407135.1	contig_4	deepBGC		0.64369		3976	4762	786	1	Unknown	GCF_0001	0
GCA_024407135.1__contig_8	GCA_024407135.1	contig_8	deepBGC		0.53802		32326	33600	1274	3	Unknown	GCF_0001	0
GCF_040821725.1__contig_7	GCF_040821725.1	contig_7	antiSMASH	Terpene-precursor		No	1	27505	27505	21	Terpene	GCF_0001	0
GCF_015904325.1__contig_19	GCF_015904325.1	contig_19	antiSMASH	Terpene-precursor		No	1	103613	103613	91	Terpene	GCF_0001	0
GCF_015904425.1__contig_27	GCF_015904425.1	contig_27	antiSMASH	Terpene-precursor		No	1	14846	14846	13	Terpene	GCF_0001	0
GCF_014497285.1__contig_15	GCF_014497285.1	contig_15	antiSMASH	Terpene-precursor		No	1	102402	102402	103	Terpene	GCF_0001	0
GCA_040862045.1__contig_31	GCA_040862045.1	contig_31	antiSMASH	Terpene-precursor		No	1	8970	8970	13	Terpene	GCF_0001	0
GCF_011174975.1__contig_32	GCF_011174975.1	contig_32	antiSMASH	Terpene-precursor		No	1	4878	4878	6	Terpene	GCF_0049	48
GCA_040861345.1__contig_20	GCA_040861345.1	contig_20	antiSMASH	Terpene-precursor		No	1	13183	13183	17	Terpene	GCF_0001	0
GCF_040821205.1__contig_23	GCF_040821205.1	contig_23	deepBGC		0.7763		213	20286	20073	18	NRPS_like|RiPP	GCF_0068	67
GCF_040821205.1__contig_33	GCF_040821205.1	contig_33	deepBGC		0.62698		17338	18124	786	1	Unknown	GCF_0001	0
GCF_040821205.1__contig_35	GCF_040821205.1	contig_35	deepBGC		0.50323		1675	2419	744	1	Unknown	GCF_0001	0
GCF_040821205.1__contig_63	GCF_040821205.1	contig_63	deepBGC		0.67741		2	5435	5433	10	Unknown	singleton	-1
GCF_011140335.1__contig_14	GCF_011140335.1	contig_14	antiSMASH	Terpene-precursor		No	1	8080	8080	11	Terpene	GCF_0001	0
GCA_040861745.1__contig_13	GCA_040861745.1	contig_13	deepBGC		0.72269		37872	46930	9058	9	Terpene	GCF_0016	15
GCA_040861745.1__contig_20	GCA_040861745.1	contig_20	deepBGC		0.50686		3930	4533	603	1	Unknown	singleton	-1
GCF_011140545__contig_2	GCF_011140545	contig_2	GECCO	Unknown	0.9945169529878976		5177	8826	3649	5	Unknown	GCF_0002	1
GCF_001998405.1__contig_16	GCF_001998405.1	contig_16	antiSMASH	Terpene-precursor		No	1	94985	94985	97	Terpene	GCF_0001	0
GCF_040821495.1__contig_13	GCF_040821495.1	contig_13	deepBGC		0.77756		0	20329	20329	21	NRPS_like|RiPP	GCF_0068	67
GCF_040821495.1__contig_17	GCF_040821495.1	contig_17	deepBGC		0.5047		26508	27501	993	1	Unknown	GCF_0001	0
GCF_040821495.1__contig_45	GCF_040821495.1	contig_45	deepBGC	Polyketide	0.52026		641	1787	1146	1	Unknown	GCF_0075	74
GCF_040821495.1__contig_5	GCF_040821495.1	contig_5	deepBGC		0.67504		3717	7467	3750	3	Unknown	GCF_0044	43
GCF_040821495.1__contig_7	GCF_040821495.1	contig_7	deepBGC		0.5262		4811	5111	300	1	Unknown	GCF_0001	0
GCF_003639445.1__contig_21	GCF_003639445.1	contig_21	antiSMASH	Terpene-precursor		No	1	59747	59747	61	Terpene	GCF_0001	0
GCA_040861965.1__contig_10	GCA_040861965.1	contig_10	deepBGC		0.51703		10694	11480	786	1	Unknown	GCF_0001	0
GCA_040861965.1__contig_13	GCA_040861965.1	contig_13	deepBGC		0.53879		33868	35145	1277	3	Unknown	GCF_0001	0
GCF_015904625.1__contig_28	GCF_015904625.1	contig_28	antiSMASH	Terpene-precursor		No	1	8096	8096	12	Terpene	GCF_0001	0
GCA_040862165.1__contig_20	GCA_040862165.1	contig_20	antiSMASH	Terpene-precursor		No	1	8209	8209	12	Terpene	GCF_0001	0
GCF_011175015.1__contig_17	GCF_011175015.1	contig_17	antiSMASH	Azole-containing-RiPP		No	1	8575	8575	9	Unknown	singleton	-1
GCF_011175015.1__contig_20	GCF_011175015.1	contig_20	antiSMASH	Terpene-precursor		No	1	8122	8122	12	Terpene	GCF_0001	0
GCF_011140795.1__contig_11	GCF_011140795.1	contig_11	antiSMASH	Terpene-precursor		No	1	65302	65302	58	Terpene	GCF_0001	0
GCF_011141095.1__contig_21	GCF_011141095.1	contig_21	deepBGC	NRP	0.68544		28925	31157	2232	2	NRPS_like	GCF_0001	0
GCF_011141095.1__contig_22	GCF_011141095.1	contig_22	deepBGC	Saccharide	0.73662		38524	48597	10073	10	Terpene	singleton	-1
GCF_011141095.1__contig_3	GCF_011141095.1	contig_3	deepBGC		0.80918		45474	48900	3426	5	Unknown	singleton	-1
GCA_024412655.1__contig_18	GCA_024412655.1	contig_18	deepBGC	NRP	0.52259		916	3135	2219	2	NRPS_like	singleton	-1
GCA_024412655.1__contig_18	GCA_024412655.1	contig_18	deepBGC	Polyketide	0.61899		8783	10051	1268	2	Unknown	singleton	-1
GCA_024412655.1__contig_18	GCA_024412655.1	contig_18	deepBGC		0.65124		15121	16786	1665	2	RiPP	singleton	-1
GCA_024412655.1__contig_18	GCA_024412655.1	contig_18	deepBGC		0.55144		20605	21139	534	1	Unknown	GCF_0001	0
GCA_024412655.1__contig_2	GCA_024412655.1	contig_2	deepBGC		0.5206		11664	12450	786	1	Unknown	GCF_0001	0
GCF_015904875.1__contig_11	GCF_015904875.1	contig_11	deepBGC	Saccharide	0.7072		37603	46651	9048	9	Terpene	GCF_0040	39
GCF_015904875.1__contig_23	GCF_015904875.1	contig_23	deepBGC	Polyketide	0.72628		2	2041	2039	2	Unknown	singleton	-1
GCF_015904875.1__contig_23	GCF_015904875.1	contig_23	deepBGC		0.5724		2606	3059	453	1	Unknown	singleton	-1
GCF_015904875.1__contig_23	GCF_015904875.1	contig_23	deepBGC	RiPP	0.67898		6014	7465	1451	2	RiPP	singleton	-1
GCF_015904875.1__contig_23	GCF_015904875.1	contig_23	deepBGC		0.5693		10296	11001	705	1	Unknown	GCF_0072	71
GCA_024411955.1__contig_4	GCA_024411955.1	contig_4	antiSMASH	Terpene-precursor		No	1	67007	67007	73	Terpene	GCF_0001	0
GCF_015905065.1__contig_12	GCF_015905065.1	contig_12	antiSMASH	Terpene-precursor		No	1	59628	59628	58	Terpene	GCF_0001	0
GCF_015905065.1__contig_22	GCF_015905065.1	contig_22	antiSMASH	Azole-containing-RiPP		No	1	16668	16668	16	Unknown	singleton	-1
GCA_024412295.1__contig_11	GCA_024412295.1	contig_11	deepBGC	RiPP	0.58201		6186	7101	915	1	Unknown	GCF_0042	41
GCA_024412295.1__contig_2	GCA_024412295.1	contig_2	deepBGC	Saccharide	0.6484		37649	46222	8573	7	Terpene	GCF_0004	3
GCA_024412295.1__contig_6	GCA_024412295.1	contig_6	deepBGC		0.51048		33916	34216	300	1	Unknown	GCF_0001	0
GCF_011141015.1__contig_21	GCF_011141015.1	contig_21	antiSMASH	Terpene-precursor		No	1	10998	10998	13	Terpene	GCF_0001	0
GCF_014498245.1__contig_4	GCF_014498245.1	contig_4	deepBGC		0.79065		37214	46274	9060	9	Terpene	GCF_0064	63
GCF_001999865.1__contig_28	GCF_001999865.1	contig_28	deepBGC		0.58064		7499	8285	786	1	Unknown	singleton	-1
GCF_001999865.1__contig_28	GCF_001999865.1	contig_28	deepBGC	Other	0.57162		11417	12587	1170	1	Terpene	GCF_0001	0
GCF_014498555.1__contig_17	GCF_014498555.1	contig_17	deepBGC		0.6378		203	1313	1110	1	NRPS_like	GCF_0001	0
GCF_014498555.1__contig_18	GCF_014498555.1	contig_18	deepBGC		0.52786		1	2689	2688	1	Unknown	singleton	-1
GCF_014498555.1__contig_2	GCF_014498555.1	contig_2	deepBGC		0.57879		43871	48321	4450	3	Unknown	GCF_0009	8
GCF_014498555.1__contig_5	GCF_014498555.1	contig_5	deepBGC		0.58271		3785	7535	3750	3	Unknown	GCF_0001	0
GCF_014496475.1__contig_3	GCF_014496475.1	contig_3	deepBGC		0.75842		37742	46317	8575	7	Terpene	GCF_0001	0
GCF_003639545.1__contig_28	GCF_003639545.1	contig_28	antiSMASH	Terpene-precursor		No	1	63031	63031	59	Terpene	GCF_0001	0
GCF_014498785__contig_1	GCF_014498785	contig_1	GECCO	Unknown	0.9946902057793534		234724	238439	3715	5	Unknown	GCF_0002	1
GCF_003639735.1__contig_19	GCF_003639735.1	contig_19	deepBGC		0.52452		9482	9719	237	1	PKS	singleton	-1
GCF_003639735.1__contig_4	GCF_003639735.1	contig_4	deepBGC		0.72543		38213	46970	8757	8	Terpene	GCF_0089	88
GCA_040862505.1__contig_12	GCA_040862505.1	contig_12	deepBGC	Saccharide	0.63003		37807	46392	8585	7	Terpene	GCF_0027	26
GCF_011175145.1__contig_6	GCF_011175145.1	contig_6	deepBGC		0.5304		6686	8534	1848	1	Unknown	singleton	-1
GCF_011175145.1__contig_6	GCF_011175145.1	contig_6	deepBGC		0.59823		10167	10953	786	1	Unknown	GCF_0001	0
GCF_011175145.1__contig_7	GCF_011175145.1	contig_7	deepBGC		0.52013		18807	19302	495	1	Unknown	GCF_0001	0
GCA_024412615.1__contig_4	GCA_024412615.1	contig_4	deepBGC		0.63112		4781	5567	786	1	Unknown	GCF_0001	0
GCA_024412615.1__contig_6	GCA_024412615.1	contig_6	deepBGC		0.53328		3785	4085	300	1	Unknown	GCF_0001	0
GCF_014496865.1__contig_6	GCF_014496865.1	contig_6	antiSMASH	Terpene-precursor		No	1	9427	9427	13	Terpene	GCF_0001	0
GCA_040861145.1__contig_9	GCA_040861145.1	contig_9	antiSMASH	Terpene-precursor		No	1	57298	57298	59	Terpene	GCF_0023	22
GCF_011175045.1__contig_17	GCF_011175045.1	contig_17	antiSMASH	Terpene-precursor		No	1	60260	60260	59	Terpene	GCF_0001	0
GCA_024411965.1__contig_6	GCA_024411965.1	contig_6	antiSMASH	Terpene-precursor		No	1	8189	8189	12	Terpene	GCF_0001	0
GCA_024407155.1__contig_17	GCA_024407155.1	contig_17	deepBGC	Polyketide	0.68045		141	10377	10236	8	PKS	singleton	-1
GCA_024407155.1__contig_25	GCA_024407155.1	contig_25	deepBGC		0.61834		4105	4891	786	1	Unknown	GCF_0001	0
GCF_014497235.1__contig_23	GCF_014497235.1	contig_23	deepBGC		0.51282		63368	64115	747	1	Unknown	GCF_0001	0
GCF_014497235.1__contig_29	GCF_014497235.1	contig_29	deepBGC		0.55415		232	394	162	1	NRPS_like	GCF_0001	0
GCF_014497235.1__contig_33	GCF_014497235.1	contig_33	deepBGC		0.5042		1	736	735	1	Unknown	GCF_0001	0
GCF_014497235.1__contig_7	GCF_014497235.1	contig_7	deepBGC		0.72563		37977	46745	8768	8	Terpene	GCF_0089	88
GCA_040861265.1__contig_29	GCA_040861265.1	contig_29	antiSMASH	Terpene-precursor		No	1	8753	8753	13	Terpene	GCF_0001	0
GCF_037862355.1__contig_15	GCF_037862355.1	contig_15	antiSMASH	Terpene-precursor		No	1	36460	36460	41	Terpene	GCF_0001	0
GCA_024412005.1__contig_20	GCA_024412005.1	contig_20	deepBGC	Saccharide	0.67299		37679	44384	6705	6	Terpene	GCF_0001	0
GCF_011140435.1__contig_10	GCF_011140435.1	contig_10	deepBGC		0.53282		1140	3467	2327	2	Unknown	singleton	-1
GCF_011140435.1__contig_10	GCF_011140435.1	contig_10	deepBGC	Other	0.61934		5100	10207	5107	4	Terpene	GCF_0001	0
GCF_011140435.1__contig_12	GCF_011140435.1	contig_12	deepBGC		0.58549		16716	24444	7728	7	RiPP	singleton	-1
GCF_011140435.1__contig_12	GCF_011140435.1	contig_12	deepBGC		0.50036		25150	26977	1827	1	Unknown	GCF_0001	0
GCF_011140435.1__contig_2	GCF_011140435.1	contig_2	deepBGC	Polyketide	0.50027		3614	4790	1176	1	Unknown	singleton	-1
GCF_011140435.1__contig_34	GCF_011140435.1	contig_34	deepBGC	Polyketide	0.5421		183027	184877	1850	2	Unknown	singleton	-1
GCA_024409305.1__contig_33	GCA_024409305.1	contig_33	antiSMASH	Terpene-precursor		No	1	6695	6695	9	Terpene	GCF_0001	0
